,index,station,linename,traffic,join_station_line,lat,long,county_name,income2011
244,451,UTICA AV,AC,25563.3626374,UTICA AV AC,40.67538,-73.902612,Brooklyn,26827.0
245,120,57 ST,F,25343.7252747,57 ST F,40.743933,-73.913003,Queens,47021.0
246,120,57 ST,F,25343.7252747,57 ST F,40.631389,-73.995262,Brooklyn,39271.0
247,120,57 ST,F,25343.7252747,57 ST F,40.70138,-73.986655,Brooklyn,167737.0
248,120,57 ST,F,25343.7252747,57 ST F,40.764564,-73.97683,Manhattan,144659.0
249,120,57 ST,F,25343.7252747,57 ST F,40.765639,-73.979764,Manhattan,131250.0
250,120,57 ST,F,25343.7252747,57 ST F,40.649389,-74.009333,Brooklyn,41354.0
251,102,42 ST-PORT AUTH,ACENGRS1237,25334.1098901,42 ST-PORT AUTH ACENGRS1237,40.758401,-73.988673,Manhattan,56764.0
252,125,59 ST COLUMBUS,1ABCD,25116.7032967,59 ST COLUMBUS 1ABCD,40.767367,-73.982137,Manhattan,131250.0
253,83,28 ST,NR,24633.7362637,28 ST NR,40.745089,-73.988472,Manhattan,138750.0
254,83,28 ST,NR,24633.7362637,28 ST NR,40.660489,-73.99822,Brooklyn,42253.0
255,43,168 ST,1AC,24480.4395604,168 ST 1AC,40.840717,-73.93972,Manhattan,37905.0
256,43,168 ST,1AC,24480.4395604,168 ST 1AC,40.592292,-73.789153,Queens,69209.0
257,43,168 ST,1AC,24480.4395604,168 ST 1AC,40.84176,-73.939067,Manhattan,33975.0
258,71,23 ST,1,24373.3296703,23 ST 1,40.74412,-73.995348,Manhattan,114655.0
259,71,23 ST,1,24373.3296703,23 ST 1,40.799584,-73.968091,Manhattan,88445.0
260,71,23 ST,1,24373.3296703,23 ST 1,40.879091,-73.904538,the Bronx,38603.0
261,71,23 ST,1,24373.3296703,23 ST 1,40.89337,-73.857265,the Bronx,47861.0
262,71,23 ST,1,24373.3296703,23 ST 1,40.742825,-73.992383,Manhattan,138750.0
263,87,30 AV,NQ,24203.1758242,30 AV NQ,40.733122,-73.986548,Manhattan,90241.0
264,87,30 AV,NQ,24203.1758242,30 AV NQ,40.617341,-73.98484,Brooklyn,48080.0
265,87,30 AV,NQ,24203.1758242,30 AV NQ,40.752901,-73.932903,Queens,55184.0
266,87,30 AV,NQ,24203.1758242,30 AV NQ,40.756796,-73.92974,Queens,58973.0
267,87,30 AV,NQ,24203.1758242,30 AV NQ,40.766963,-73.921192,Queens,43396.0
268,87,30 AV,NQ,24203.1758242,30 AV NQ,40.598991,-73.955828,Brooklyn,41591.0
269,87,30 AV,NQ,24203.1758242,30 AV NQ,40.62514,-73.960798,Brooklyn,54250.0
270,87,30 AV,NQ,24203.1758242,30 AV NQ,40.629884,-73.961882,Brooklyn,54250.0
271,123,59 ST,NQR456,24112.3777778,59 ST NQR456,40.762255,-73.965918,Manhattan,104835.0
272,123,59 ST,NQR456,24112.3777778,59 ST NQR456,40.641633,-74.017362,Brooklyn,35195.0
273,432,SOUTH FERRY,1R,23749.4175824,SOUTH FERRY 1R,40.701961,-74.013397,Manhattan,124048.0
274,432,SOUTH FERRY,1R,23749.4175824,SOUTH FERRY 1R,40.879899,-73.884244,the Bronx,31801.0
275,432,SOUTH FERRY,1R,23749.4175824,SOUTH FERRY 1R,40.720291,-73.993411,Manhattan,42775.0
276,456,VERNON-JACKSON,7,23649.7472527,VERNON-JACKSON 7,40.742496,-73.952482,Queens,62031.0
277,152,81 ST-MUSEUM,BC,23546.1648352,81 ST-MUSEUM BC,40.692315,-73.985172,Brooklyn,66023.0
278,152,81 ST-MUSEUM,BC,23546.1648352,81 ST-MUSEUM BC,40.782254,-73.971741,Manhattan,122674.0
279,152,81 ST-MUSEUM,BC,23546.1648352,81 ST-MUSEUM BC,40.835192,-73.940146,Manhattan,33860.0
280,152,81 ST-MUSEUM,BC,23546.1648352,81 ST-MUSEUM BC,40.754255,-73.941935,Queens,58793.0
281,149,8 AV,N,23439.7692308,8 AV N,40.607602,-74.001491,Brooklyn,39524.0
282,149,8 AV,N,23439.7692308,8 AV N,40.614304,-73.97391,Brooklyn,44948.0
283,149,8 AV,N,23439.7692308,8 AV N,40.628708,-73.976646,Brooklyn,48906.0
284,149,8 AV,N,23439.7692308,8 AV N,40.596459,-73.978943,Brooklyn,40037.0
285,149,8 AV,N,23439.7692308,8 AV N,40.621306,-73.991469,Brooklyn,48375.0
286,149,8 AV,N,23439.7692308,8 AV N,40.634552,-74.010726,Brooklyn,40726.0
287,437,STEINWAY ST,MR,23383.989011,STEINWAY ST MR,40.688085,-73.980243,Brooklyn,83688.0
288,437,STEINWAY ST,MR,23383.989011,STEINWAY ST MR,40.868036,-73.919284,Manhattan,51757.0
289,437,STEINWAY ST,MR,23383.989011,STEINWAY ST MR,40.800866,-73.958405,Manhattan,57083.0
290,437,STEINWAY ST,MR,23383.989011,STEINWAY ST MR,40.70278,-73.907515,Queens,43271.0
291,437,STEINWAY ST,MR,23383.989011,STEINWAY ST MR,40.758279,-73.919433,Queens,36552.0
292,428,SHEEPSHEAD BAY,BQ,23362.1978022,SHEEPSHEAD BAY BQ,40.585734,-73.954371,Brooklyn,33616.0
293,428,SHEEPSHEAD BAY,BQ,23362.1978022,SHEEPSHEAD BAY BQ,40.67397,-73.880667,Brooklyn,38021.0
294,266,DEKALB AV,BDNQR,23296.3846154,DEKALB AV BDNQR,40.828688,-73.879018,the Bronx,30082.0
295,266,DEKALB AV,BDNQR,23296.3846154,DEKALB AV BDNQR,40.635034,-73.962736,Brooklyn,50408.0
296,266,DEKALB AV,BDNQR,23296.3846154,DEKALB AV BDNQR,40.689817,-73.981082,Brooklyn,83688.0
297,266,DEKALB AV,BDNQR,23296.3846154,DEKALB AV BDNQR,40.704379,-73.919026,Brooklyn,40441.0
298,12,116 ST,6,23207.4615385,116 ST 6,40.802111,-73.949437,Manhattan,55469.0
299,12,116 ST,6,23207.4615385,116 ST 6,40.835726,-73.921059,the Bronx,29678.0
300,12,116 ST,6,23207.4615385,116 ST 6,40.848501,-73.911633,the Bronx,32500.0
301,12,116 ST,6,23207.4615385,116 ST 6,40.798742,-73.941406,Manhattan,28567.0
302,12,116 ST,6,23207.4615385,116 ST 6,40.804428,-73.955024,Manhattan,40058.0
303,12,116 ST,6,23207.4615385,116 ST 6,40.834609,-73.917245,the Bronx,21891.0
304,12,116 ST,6,23207.4615385,116 ST 6,40.709852,-73.794564,Queens,28308.0
305,162,90 ST-ELMHURST,7,23134.6043956,90 ST-ELMHURST 7,40.743882,-73.924112,Queens,41121.0
306,162,90 ST-ELMHURST,7,23134.6043956,90 ST-ELMHURST 7,40.748318,-73.876432,Queens,37190.0
307,162,90 ST-ELMHURST,7,23134.6043956,90 ST-ELMHURST 7,40.759953,-73.980117,Manhattan,71618.0
308,162,90 ST-ELMHURST,7,23134.6043956,90 ST-ELMHURST 7,40.691285,-73.866425,Queens,60651.0
309,162,90 ST-ELMHURST,7,23134.6043956,90 ST-ELMHURST 7,40.742937,-73.882708,Queens,42969.0
310,146,79 ST,1,22929.7032967,79 ST 1,40.779146,-73.981822,Manhattan,115833.0
311,146,79 ST,1,22929.7032967,79 ST 1,40.783985,-73.979662,Manhattan,108281.0
312,146,79 ST,1,22929.7032967,79 ST 1,40.83386,-73.94462,Manhattan,43805.0
313,146,79 ST,1,22929.7032967,79 ST 1,40.864599,-73.918681,Manhattan,25121.0
314,146,79 ST,1,22929.7032967,79 ST 1,40.776431,-73.975977,Manhattan,95926.0
315,146,79 ST,1,22929.7032967,79 ST 1,40.614018,-74.000378,Brooklyn,49349.0
316,146,79 ST,1,22929.7032967,79 ST 1,40.62036,-73.99855,Brooklyn,57938.0
317,146,79 ST,1,22929.7032967,79 ST 1,40.629503,-74.025452,Brooklyn,71904.0
318,7,110 ST,6,22395.6703297,110 ST 6,40.840076,-73.917648,the Bronx,26756.0
319,7,110 ST,6,22395.6703297,110 ST 6,40.790193,-73.947649,Manhattan,37174.0
320,7,110 ST,6,22395.6703297,110 ST 6,40.794811,-73.944235,Manhattan,33176.0
321,7,110 ST,6,22395.6703297,110 ST 6,40.85895412,-73.93261526,Manhattan,81563.0
322,7,110 ST,6,22395.6703297,110 ST 6,40.796263,-73.96161,Manhattan,33482.0
323,7,110 ST,6,22395.6703297,110 ST 6,40.839751,-73.912743,the Bronx,32036.0
324,7,110 ST,6,22395.6703297,110 ST 6,40.695267,-73.843223,Queens,88304.0
325,7,110 ST,6,22395.6703297,110 ST 6,40.651278,-73.898862,Brooklyn,37688.0
326,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.663226,-73.95067,Brooklyn,37239.0
327,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.668145,-73.950458,Brooklyn,36607.0
328,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.824358,-73.892724,the Bronx,14940.0
329,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.722235,-73.996818,Manhattan,67449.0
330,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.829641,-73.874447,the Bronx,25017.0
331,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.759946,-73.828414,Queens,39861.0
332,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.699405,-73.991413,Brooklyn,87806.0
333,433,SPRING ST,6,21940.8681319,SPRING ST 6,40.725583,-74.003747,Manhattan,92500.0
334,106,46 ST BLISS ST,7,21925.8131868,46 ST BLISS ST 7,40.80834,-73.907618,the Bronx,37167.0
335,106,46 ST BLISS ST,7,21925.8131868,46 ST BLISS ST 7,40.743217,-73.918564,Queens,44000.0
336,106,46 ST BLISS ST,7,21925.8131868,46 ST BLISS ST 7,40.71841,-73.987181,Manhattan,29554.0
337,81,28 ST,1,21344.8021978,28 ST 1,40.747216,-73.993121,Manhattan,107375.0
338,81,28 ST,1,21344.8021978,28 ST 1,40.869729,-73.914954,Manhattan,25121.0
339,81,28 ST,1,21344.8021978,28 ST 1,40.885226,-73.900439,the Bronx,38603.0
340,361,MARCY AV,JMZ,21138.4395604,MARCY AV JMZ,40.708788,-73.958826,Brooklyn,16139.0
341,361,MARCY AV,JMZ,21138.4395604,MARCY AV JMZ,40.696893,-73.935461,Brooklyn,23665.0
342,361,MARCY AV,JMZ,21138.4395604,MARCY AV JMZ,40.676803,-73.89951,Brooklyn,36812.0
343,361,MARCY AV,JMZ,21138.4395604,MARCY AV JMZ,40.677864,-73.891566,Brooklyn,36812.0
344,361,MARCY AV,JMZ,21138.4395604,MARCY AV JMZ,40.698717,-73.918655,Brooklyn,25020.0
345,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.662401,-73.908809,Brooklyn,31656.0
346,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.608007,-73.815967,Queens,78203.0
347,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.680158,-73.845131,Queens,56743.0
348,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.678334,-73.903922,Brooklyn,51691.0
349,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.725499,-73.996387,Manhattan,116250.0
350,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.705114,-73.950062,Brooklyn,29356.0
351,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.610572,-73.981613,Brooklyn,35918.0
352,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.630609,-74.004067,Brooklyn,26719.0
353,222,BROADWAY,NQ,21044.2637363,BROADWAY NQ,40.762217,-73.925349,Queens,51903.0
354,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.728656,-74.005086,Manhattan,74706.0
355,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.690931,-73.98525,Brooklyn,66023.0
356,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.711026,-74.00919,Manhattan,114412.0
357,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.663426,-73.902636,Brooklyn,31656.0
358,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.688396,-73.984216,Brooklyn,73750.0
359,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.710211,-74.007584,Manhattan,62927.0
360,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.687159,-73.97629,Brooklyn,83688.0
361,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.692929,-73.92794,Brooklyn,50565.0
362,321,HOUSTON ST,1,20843.9340659,HOUSTON ST 1,40.707229,-73.923725,Brooklyn,52512.0
363,292,FRANKLIN AV,2345S,20712.7252747,FRANKLIN AV 2345S,40.719918,-74.00662,Manhattan,164656.0
364,292,FRANKLIN AV,2345S,20712.7252747,FRANKLIN AV 2345S,40.639924,-73.948161,Brooklyn,40096.0
365,292,FRANKLIN AV,2345S,20712.7252747,FRANKLIN AV 2345S,40.670732,-73.957696,Brooklyn,35233.0
366,292,FRANKLIN AV,2345S,20712.7252747,FRANKLIN AV 2345S,40.665431,-73.888386,Brooklyn,45769.0
367,292,FRANKLIN AV,2345S,20712.7252747,FRANKLIN AV 2345S,40.853596,-73.907393,the Bronx,26172.0
368,292,FRANKLIN AV,2345S,20712.7252747,FRANKLIN AV 2345S,40.681256,-73.95559,Brooklyn,39523.0
369,129,63 DR-REGO PARK,MR,20712.6373626,63 DR-REGO PARK MR,40.854544,-73.860248,the Bronx,70000.0
370,129,63 DR-REGO PARK,MR,20712.6373626,63 DR-REGO PARK MR,40.662727,-73.962249,Brooklyn,42546.0
371,129,63 DR-REGO PARK,MR,20712.6373626,63 DR-REGO PARK MR,40.692381,-73.858975,Queens,56029.0
372,129,63 DR-REGO PARK,MR,20712.6373626,63 DR-REGO PARK MR,40.645957,-73.901755,Brooklyn,57794.0
373,129,63 DR-REGO PARK,MR,20712.6373626,63 DR-REGO PARK MR,40.730037,-73.861343,Queens,53667.0
374,56,181 ST,1,20411.1978022,181 ST 1,40.741617,-73.997197,Manhattan,110642.0
375,56,181 ST,1,20411.1978022,181 ST 1,40.826513,-73.950162,Manhattan,37018.0
376,56,181 ST,1,20411.1978022,181 ST 1,40.849435,-73.933428,Manhattan,27324.0
377,56,181 ST,1,20411.1978022,181 ST 1,40.856413,-73.932605,Manhattan,38994.0
378,56,181 ST,1,20411.1978022,181 ST 1,40.841453,-73.872892,the Bronx,13750.0
379,56,181 ST,1,20411.1978022,181 ST 1,40.813091,-73.929689,the Bronx,16580.0
380,56,181 ST,1,20411.1978022,181 ST 1,40.858453,-73.90369,the Bronx,23029.0
381,56,181 ST,1,20411.1978022,181 ST 1,40.751551,-73.855628,Queens,42169.0
382,56,181 ST,1,20411.1978022,181 ST 1,40.851695,-73.937969,Manhattan,70644.0
383,56,181 ST,1,20411.1978022,181 ST 1,40.846354,-73.909047,the Bronx,25769.0
384,56,181 ST,1,20411.1978022,181 ST 1,40.856039,-73.900449,the Bronx,24252.0
385,56,181 ST,1,20411.1978022,181 ST 1,40.696771,-73.837042,Queens,57316.0
386,56,181 ST,1,20411.1978022,181 ST 1,40.70052,-73.829231,Queens,53861.0
387,243,CHAMBERS ST,JZ456,20292.9333333,CHAMBERS ST JZ456,40.714199,-74.003187,Manhattan,135573.0
388,243,CHAMBERS ST,JZ456,20292.9333333,CHAMBERS ST JZ456,40.707248,-73.954326,Brooklyn,35373.0
389,243,CHAMBERS ST,JZ456,20292.9333333,CHAMBERS ST JZ456,40.685946,-73.915713,Brooklyn,31953.0
390,243,CHAMBERS ST,JZ456,20292.9333333,CHAMBERS ST JZ456,40.683417,-73.911242,Brooklyn,27301.0
391,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.672122,-73.964154,Brooklyn,59617.0
392,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.858029,-73.867481,the Bronx,39609.0
393,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.858804,-73.855515,the Bronx,70309.0
394,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.853041,-73.826991,the Bronx,46875.0
395,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.747025,-73.891413,Queens,53574.0
396,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.604657,-73.754178,Queens,58281.0
397,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.601898,-73.993538,Brooklyn,36818.0
398,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.620825,-73.975138,Brooklyn,41179.0
399,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.714404,-73.989918,Manhattan,86806.0
400,276,EAST BROADWAY,F,20242.4065934,EAST BROADWAY F,40.576234,-73.967561,Brooklyn,27161.0
401,471,WORLD TRADE CTR,ACE23,20241.2637363,WORLD TRADE CTR ACE23,40.713333,-74.009033,Manhattan,205192.0
402,471,WORLD TRADE CTR,ACE23,20241.2637363,WORLD TRADE CTR ACE23,40.713663,-73.830011,Queens,64428.0
403,471,WORLD TRADE CTR,ACE23,20241.2637363,WORLD TRADE CTR ACE23,40.624246,-73.995962,Brooklyn,41827.0
404,112,5 AVE,7BDFM,20199.1428571,5 AVE 7BDFM,40.753409,-73.98113,Manhattan,129625.0
405,112,5 AVE,7BDFM,20199.1428571,5 AVE 7BDFM,40.597889,-73.986958,Brooklyn,47779.0
406,112,5 AVE,7BDFM,20199.1428571,5 AVE 7BDFM,40.646337,-73.994489,Brooklyn,36045.0
407,112,5 AVE,7BDFM,20199.1428571,5 AVE 7BDFM,40.727073,-73.853226,Queens,65886.0
408,112,5 AVE,7BDFM,20199.1428571,5 AVE 7BDFM,40.617928,-73.959454,Brooklyn,49762.0
409,96,36 ST,DNR,20167.7142857,36 ST DNR,40.595469,-73.767919,Queens,43964.0
410,96,36 ST,DNR,20167.7142857,36 ST DNR,40.627299,-73.996465,Brooklyn,42350.0
411,96,36 ST,DNR,20167.7142857,36 ST DNR,40.654365,-74.004113,Brooklyn,31463.0
412,96,36 ST,DNR,20167.7142857,36 ST DNR,40.751868,-73.930585,Queens,55184.0
413,32,149/GRAND CONC,245,19940.9450549,149/GRAND CONC 245,40.818405,-73.927101,the Bronx,16580.0
414,14,116 ST-COLUMBIA,1,19846.2857143,116 ST-COLUMBIA 1,40.808245,-73.963495,Manhattan,26406.0
415,17,125 ST,23,19809.989011,125 ST 23,40.81523,-73.958366,Manhattan,51825.0
416,17,125 ST,23,19809.989011,125 ST 23,40.807875,-73.945229,Manhattan,64286.0
417,17,125 ST,23,19809.989011,125 ST 23,40.814188,-73.940618,Manhattan,55591.0
418,17,125 ST,23,19809.989011,125 ST 23,40.883439,-73.862743,the Bronx,34010.0
419,17,125 ST,23,19809.989011,125 ST 23,40.88766,-73.860444,the Bronx,37885.0
420,17,125 ST,23,19809.989011,125 ST 23,40.820602,-73.935933,Manhattan,38481.0
421,17,125 ST,23,19809.989011,125 ST 23,40.804517,-73.937186,Manhattan,15625.0
422,17,125 ST,23,19809.989011,125 ST 23,40.59967,-73.761596,Queens,43964.0
423,17,125 ST,23,19809.989011,125 ST 23,40.811858,-73.951351,Manhattan,31875.0
424,17,125 ST,23,19809.989011,125 ST 23,40.847859,-73.939303,Manhattan,44458.0
425,17,125 ST,23,19809.989011,125 ST 23,40.817188,-73.947665,Manhattan,51005.0
426,17,125 ST,23,19809.989011,125 ST 23,40.830313,-73.936687,Manhattan,18720.0
427,211,BLEECKER ST,6DF,19154.4065934,BLEECKER ST 6DF,40.725845,-73.99432,Manhattan,116250.0
428,211,BLEECKER ST,6DF,19154.4065934,BLEECKER ST 6DF,40.686727,-73.990269,Brooklyn,95781.0
429,218,BRIGHTON BEACH,BQ,19139.1098901,BRIGHTON BEACH BQ,40.692548,-73.990099,Brooklyn,79231.0
430,218,BRIGHTON BEACH,BQ,19139.1098901,BRIGHTON BEACH BQ,40.660372,-73.830369,Queens,72052.0
431,218,BRIGHTON BEACH,BQ,19139.1098901,BRIGHTON BEACH BQ,40.577986,-73.960258,Brooklyn,28398.0
